Product_type,SKU,Price,Availability,Number_of_products_sold,Revenue_generated,Customer_demographics,Stock_levels,Lead_times,Order_quantities,Shipping_times,Shipping_carriers,Shipping_costs,Supplier_name,Location,Lead_time,Production_volumes,Manufacturing_lead_time,Manufacturing_costs,Inspection_results,Defect_rates,Transportation_modes,Routes,Costs,Profit,Total_Cost,Profit_Margin,Delay_Status,Inventory_Ratio,Inventory_Status,Demand_Level,Supplier_Risk_Score,Transport_Efficiency,Month_Number,Date
haircare,SKU25,39.62934398509263,73,142,2174.777054350654,Male,82,11,52,3,Carrier C,2.231073681281728,Supplier 4,Kolkata,19,934,23,78.28038311841539,Pending,3.797231217114183,Road,Route B,458.535945739209,2094.2655975509565,80.51145679969711,0.9629794435072626,0,1.5769230769230769,Normal,Low Demand,22.797231217114184,0.7436912270939092,2,2023-02-28
haircare,SKU26,97.44694661789282,9,353,3716.493325894037,Male,59,16,48,4,Carrier B,6.507548621078551,Supplier 2,Bangalore,26,171,4,15.97222975718176,Pass,2.119319736724923,Rail,Route A,617.8669164583772,3694.0135475157767,22.47977837826031,0.9939513470341421,0,1.2291666666666667,Normal,Medium Demand,28.119319736724922,1.6268871552696378,3,2023-03-31
cosmetics,SKU27,92.55736081240202,42,352,2686.457223575984,Unknown,47,9,62,8,Carrier C,7.406750952998074,Supplier 5,Mumbai,25,291,4,10.528245070042162,Fail,2.864667837883373,Sea,Route B,762.4591821556837,2668.5222275529436,17.934996023040235,0.9933239227240824,1,0.7580645161290323,Understock,Medium Demand,27.864667837883374,0.9258438691247592,4,2023-04-30
cosmetics,SKU28,2.397274705597141,12,394,6117.324615083992,Female,48,15,24,4,Carrier B,9.898140508069222,Supplier 1,Mumbai,13,171,7,59.42938181069157,Fail,0.815757079295672,Air,Route A,123.43702751182708,6047.997092765231,69.32752231876078,0.9886670192149335,0,2.0,Normal,Medium Demand,13.815757079295672,2.4745351270173055,5,2023-05-31
cosmetics,SKU29,63.44755918520733,3,253,8318.903194617178,Female,45,5,67,7,Carrier B,8.100973145397031,Supplier 1,Kolkata,16,329,7,39.29287558606575,Pass,3.878098936588488,Road,Route B,764.9353759407081,8271.509345885714,47.39384873146278,0.9943028729121248,1,0.6716417910447762,Understock,Medium Demand,19.878098936588486,1.1572818779138616,6,2023-06-30
haircare,SKU30,8.022859210526393,10,327,2766.342366866089,Male,60,26,35,7,Carrier B,8.954528315318015,Supplier 4,Kolkata,27,806,30,51.63489340010933,Pending,0.9653947053523932,Road,Route C,880.080988247161,2705.7529451506616,60.58942171542734,0.9780976416942682,1,1.7142857142857142,Normal,Medium Demand,27.965394705352395,1.2792183307597165,7,2023-07-31
skincare,SKU31,50.8473930517187,28,168,9655.135102719398,Male,6,17,44,4,Carrier B,2.6796609649814065,Supplier 3,Chennai,24,461,8,60.25114566159808,Pending,2.9890000066550746,Rail,Route C,609.3792066184267,9592.20429609282,62.93080662657949,0.9934821412691726,0,0.13636363636363635,Understock,Low Demand,26.989000006655075,0.6699152412453516,8,2023-08-31
skincare,SKU32,79.20993601565672,43,781,9571.55048732782,Unknown,89,13,64,4,Carrier C,6.599104901238584,Supplier 3,Kolkata,30,737,7,29.69246715374977,Pass,1.946036119386113,Road,Route A,761.1739095148776,9535.258915272832,36.29157205498836,0.9962083915136805,0,1.390625,Normal,High Demand,31.946036119386115,1.649776225309646,9,2023-09-30
cosmetics,SKU33,64.7954350001556,63,616,5149.9983504080365,Non-binary,4,17,95,9,Carrier C,4.85827050343664,Supplier 5,Chennai,1,251,23,23.853427512896133,Fail,3.541046012250923,Sea,Route A,371.255295519871,5121.286652391704,28.71169801633277,0.9944249112207856,1,0.042105263157894736,Understock,Medium Demand,4.5410460122509235,0.5398078337151823,10,2023-10-31
skincare,SKU34,37.46759232984246,96,602,9061.710895507724,Unknown,1,26,21,7,Carrier A,1.019487570822119,Supplier 1,Chennai,4,452,10,10.754272815029331,Pass,0.6466045593720549,Road,Route B,510.3580004335235,9049.937135121872,11.77376038585145,0.9987007133066133,1,0.047619047619047616,Understock,Medium Demand,4.646604559372054,0.145641081546017,11,2023-11-30
cosmetics,SKU35,84.95778681635043,11,449,6541.329344802465,Female,42,27,85,8,Carrier C,5.288189990327409,Supplier 1,Delhi,3,367,2,58.004787044743765,Pass,0.5411540980605811,Sea,Route C,553.4204712303558,6478.036367767394,63.292977035071175,0.9903241415163783,1,0.49411764705882355,Understock,Medium Demand,3.541154098060581,0.6610237487909262,12,2023-12-31
skincare,SKU36,9.813002578754052,34,963,7573.402457848733,Female,18,23,28,3,Carrier B,2.107951267159081,Supplier 2,Delhi,26,671,19,45.531364237162144,Fail,3.8055333792433537,Air,Route C,403.8089742481805,7525.763142344412,47.639315504321225,0.99370965483883,0,0.6428571428571429,Understock,High Demand,29.805533379243354,0.7026504223863603,1,2024-01-31
skincare,SKU37,23.39984475261435,5,963,2438.339930470029,Female,25,8,21,9,Carrier A,1.5326552735904306,Supplier 3,Kolkata,24,867,15,34.34327746507538,Pending,2.610288084848113,Sea,Route A,183.9329680435944,2402.4639977313627,35.87593273866581,0.9852867386165676,1,1.1904761904761905,Normal,High Demand,26.610288084848115,0.17029503039893673,2,2024-02-29
cosmetics,SKU38,52.0759306827078,75,705,9692.318040218432,Non-binary,69,1,88,5,Carrier B,9.235931437249228,Supplier 5,Mumbai,10,841,12,5.930693645528318,Pending,0.6133268991645074,Air,Route B,339.6728699486061,9677.151415135653,15.166625082777546,0.9984351911462414,0,0.7840909090909091,Understock,High Demand,10.613326899164507,1.8471862874498455,3,2024-03-31
skincare,SKU39,19.127477265823256,26,176,1912.4656631007608,Female,78,29,34,3,Carrier A,5.562503778830384,Supplier 2,Kolkata,30,791,6,9.005807428781642,Fail,1.451972203996816,Air,Route B,653.6729945520332,1897.8973518931487,14.568311207612027,0.9923824456100342,0,2.2941176470588234,Overstock,Low Demand,31.451972203996817,1.8541679262767945,4,2024-04-30
skincare,SKU40,80.54142417094033,97,933,5724.959350456265,Female,90,20,39,8,Carrier C,7.229595139736474,Supplier 1,Kolkata,18,793,1,88.17940710421746,Pending,4.213269430586566,Road,Route A,529.8087239806919,5629.550348212311,95.40900224395394,0.9833345537665084,1,2.3076923076923075,Overstock,High Demand,22.213269430586564,0.9036993924670592,5,2024-05-31
skincare,SKU41,99.11329161531717,35,556,5521.205259010972,Female,64,19,38,8,Carrier B,5.773263743766654,Supplier 4,Chennai,18,892,7,95.3320645487725,Fail,0.0453022623982596,Sea,Route A,275.5243711313098,5420.099930718433,101.10532829253914,0.9816878156943126,1,1.6842105263157894,Normal,Medium Demand,18.04530226239826,0.7216579679708317,6,2024-06-30
skincare,SKU42,46.52916761451677,98,155,1839.609425856764,Female,22,27,57,4,Carrier C,7.526248326851508,Supplier 5,Bangalore,26,179,7,96.42282063957188,Fail,4.939255288620948,Road,Route A,635.6571205019919,1735.6603568903404,103.9490689664234,0.9434939463206918,0,0.38596491228070173,Understock,Low Demand,30.93925528862095,1.881562081712877,7,2024-07-31
haircare,SKU43,11.74327177630924,6,598,5737.425599119023,Unknown,36,29,85,9,Carrier B,3.6940212683884543,Supplier 5,Mumbai,1,206,23,26.27736595733241,Pending,0.3723047679850977,Air,Route A,716.0441197593407,5707.454211893302,29.971387225720864,0.99477616106598,1,0.4235294117647059,Understock,Medium Demand,1.3723047679850977,0.41044680759871716,8,2024-08-31
cosmetics,SKU44,51.35579091311039,34,919,7152.2860494355145,Female,13,19,72,6,Carrier C,7.577449657376693,Supplier 2,Delhi,7,834,18,22.554106620887744,Fail,2.962626320454882,Rail,Route A,610.4532696192277,7122.15449315725,30.131556278264437,0.9957871432895721,0,0.18055555555555555,Understock,High Demand,9.962626320454882,1.2629082762294488,9,2024-09-30
haircare,SKU45,33.78413803306551,1,24,5267.956807510521,Male,93,7,52,6,Carrier B,5.21515500871191,Supplier 2,Chennai,25,794,25,66.31254443999165,Pass,3.219604612084106,Rail,Route A,495.305697028474,5196.429108061817,71.52769944870356,0.9864221173289183,0,1.7884615384615385,Normal,Low Demand,28.219604612084105,0.8691925014519849,10,2024-10-31
haircare,SKU46,27.0822071998889,75,859,2556.767360633596,Non-binary,92,29,6,8,Carrier B,4.070955837084083,Supplier 3,Chennai,18,870,23,77.32235321105162,Pending,3.6486105925362033,Road,Route B,380.4359371119643,2475.3740515854606,81.3933090481357,0.9681655396962024,1,15.333333333333334,Overstock,High Demand,21.648610592536205,0.5088694796355103,11,2024-11-30
skincare,SKU47,95.71213588093607,93,910,7089.474249934186,Male,4,15,51,9,Carrier B,8.97875075594997,Supplier 1,Kolkata,10,964,20,19.712992911293647,Pending,0.3805735867132137,Rail,Route A,581.6023550505868,7060.782506266943,28.691743667243617,0.9959529095309839,1,0.0784313725490196,Understock,High Demand,10.380573586713213,0.9976389728833301,12,2024-12-31
haircare,SKU48,76.03554442689172,28,29,7397.07100458718,Non-binary,30,16,9,3,Carrier C,7.0958331565551385,Supplier 2,Mumbai,9,109,18,23.126363582464776,Fail,1.6981125407144038,Rail,Route B,768.65191395437,7366.8488078481605,30.222196739019914,0.9959143021987652,0,3.3333333333333335,Overstock,Low Demand,10.698112540714403,2.3652777188517127,1,2025-01-31
cosmetics,SKU49,78.89791320564004,19,99,8001.613206519002,Unknown,97,24,9,6,Carrier C,2.5056210329009154,Supplier 5,Delhi,28,177,28,14.147815443979216,Pass,2.825813985400132,Rail,Route A,336.8901685199779,7984.959770042122,16.65343647688013,0.9979187401281391,0,10.777777777777779,Overstock,Low Demand,30.82581398540013,0.4176035054834859,2,2025-02-28
cosmetics,SKU50,14.203484264803022,91,633,5910.885389668899,Female,31,23,82,10,Carrier A,6.247860914975991,Supplier 2,Delhi,20,306,21,45.17875792463452,Fail,4.754800804671185,Rail,Route B,496.24865029194046,5859.458770829288,51.42661883961051,0.9912996758608288,1,0.3780487804878049,Understock,High Demand,24.754800804671184,0.6247860914975991,3,2025-03-31
haircare,SKU51,26.70076097246173,61,154,9866.465457979695,Male,100,4,52,1,Carrier A,4.783000557947665,Supplier 5,Bangalore,18,673,28,14.19032834456998,Pending,1.7729511720835571,Road,Route A,694.9823175794459,9847.492129077178,18.973328902517647,0.9980769882605557,0,1.9230769230769231,Normal,Low Demand,19.77295117208356,4.783000557947665,4,2025-04-30
skincare,SKU52,98.03182965646508,1,820,9435.76260891213,Male,64,11,11,1,Carrier B,8.631052179768947,Supplier 1,Mumbai,10,727,27,9.166849148597151,Pending,2.1224716191438247,Air,Route C,602.8984988383834,9417.964707583762,17.7979013283661,0.9981137824184388,0,5.818181818181818,Overstock,High Demand,12.122471619143825,8.631052179768947,5,2025-05-31
skincare,SKU53,30.34147071121421,93,242,8232.334829425821,Male,96,25,54,3,Carrier B,1.0134865660958965,Supplier 1,Delhi,1,631,17,83.34405899167797,Pending,1.4103475760760271,Air,Route B,750.7378406682709,8147.977283868047,84.35754555777386,0.9897529015393974,0,1.7777777777777777,Normal,Low Demand,2.410347576076027,0.33782885536529883,6,2025-06-30
haircare,SKU54,31.146243160240854,11,622,6088.021479940859,Non-binary,33,22,61,3,Carrier B,4.305103471287636,Supplier 1,Kolkata,26,497,29,30.186023375822508,Pass,2.478771975539748,Road,Route B,814.0699965821875,6053.530353093748,34.491126847110145,0.9943345917945996,0,0.5409836065573771,Understock,High Demand,28.478771975539747,1.435034490429212,7,2025-07-31
haircare,SKU55,79.85505834078943,16,701,2925.6751703038126,Male,97,11,11,5,Carrier A,5.014364955030907,Supplier 2,Delhi,27,918,5,30.3235452566165,Fail,4.548919659396385,Sea,Route B,323.01292795247883,2890.3372600921653,35.33791021164741,0.9879214512361679,0,8.818181818181818,Overstock,High Demand,31.548919659396386,1.0028729910061815,8,2025-08-31
skincare,SKU56,20.986386037043378,90,93,4767.020484344137,Non-binary,25,23,83,5,Carrier C,1.7744297140717396,Supplier 1,Mumbai,24,826,28,12.836284572832753,Pass,1.173755495387454,Air,Route B,832.2108087060217,4752.409770057233,14.610714286904493,0.9969350426886378,0,0.30120481927710846,Understock,Low Demand,25.173755495387454,0.35488594281434793,9,2025-09-30
haircare,SKU57,49.26320535073416,65,227,1605.8669003924058,Unknown,5,18,51,1,Carrier B,9.16055853538187,Supplier 2,Delhi,21,588,25,67.77962298707814,Pending,2.511174830212707,Rail,Route A,482.1912386025281,1528.926718869946,76.94018152246001,0.9520880706217564,0,0.09803921568627451,Understock,Low Demand,23.511174830212706,9.16055853538187,10,2025-10-31
skincare,SKU58,59.84156137728931,81,896,2021.149810337108,Non-binary,10,5,44,7,Carrier A,4.93843856471209,Supplier 3,Delhi,18,396,7,65.04741509469146,Fail,1.7303747198591968,Road,Route B,110.36433523136472,1951.1639566777046,69.98585365940355,0.9653732477912014,1,0.22727272727272727,Understock,High Demand,19.730374719859196,0.7054912235302986,11,2025-11-30
cosmetics,SKU59,63.828398347710966,30,484,1061.618523013288,Non-binary,100,16,26,7,Carrier B,7.293722596867728,Supplier 1,Kolkata,11,176,4,1.900762243519458,Fail,0.4471940154638232,Air,Route A,312.5742736100933,1052.4240381729007,9.194484840387187,0.9913391819744349,1,3.8461538461538463,Overstock,Medium Demand,11.447194015463824,1.041960370981104,12,2025-12-31
skincare,SKU60,17.028027920188702,16,380,8864.084349586436,Female,41,27,72,8,Carrier C,4.3813681581023145,Supplier 4,Mumbai,29,929,24,87.21305781513568,Fail,2.853090616649054,Rail,Route A,430.1690969751365,8772.489923613197,91.594425973238,0.9896667921512375,1,0.5694444444444444,Understock,Medium Demand,31.853090616649055,0.5476710197627893,1,2026-01-31
haircare,SKU61,52.02874990329492,23,117,6885.589350896253,Unknown,32,23,36,7,Carrier C,9.030340422521949,Supplier 4,Kolkata,14,480,12,78.7023939688789,Fail,4.367470538205053,Air,Route A,164.36652824341942,6797.856616504851,87.73273439140084,0.9872585003373776,1,0.8888888888888888,Normal,Low Demand,18.367470538205055,1.2900486317888498,2,2026-02-28
cosmetics,SKU62,72.79635395558736,89,270,3899.746833729224,Unknown,86,2,40,7,Carrier C,7.291701388776776,Supplier 2,Mumbai,13,751,14,21.048642725168644,Pass,1.8740014040443749,Sea,Route C,320.8465157591116,3871.4064896152786,28.34034411394542,0.9927327733511244,1,2.15,Overstock,Medium Demand,14.874001404044375,1.0416716269681108,3,2026-03-31
skincare,SKU63,13.017376785287857,55,246,4256.949140850225,Non-binary,54,19,10,4,Carrier A,2.45793352798733,Supplier 3,Bangalore,18,736,10,20.075003975630484,Pending,3.6328432903821337,Sea,Route A,687.2861778664173,4234.416203346607,22.532937503617813,0.9947067872417387,0,5.4,Overstock,Low Demand,21.632843290382134,0.6144833819968325,4,2026-04-30
skincare,SKU64,89.63409560813533,11,134,8458.730878367178,Female,73,27,75,6,Carrier C,4.585353468194652,Supplier 1,Delhi,17,328,6,8.693042425877287,Fail,0.1594863147175146,Air,Route C,771.2250846811575,8445.452482473105,13.27839589407194,0.9984302141674667,0,0.9733333333333334,Normal,Low Demand,17.159486314717515,0.7642255780324421,5,2026-05-31
skincare,SKU65,33.69771720664313,72,457,8354.579686481995,Male,57,24,54,8,Carrier C,6.580541347884595,Supplier 5,Kolkata,16,358,21,1.5972227430506774,Fail,4.911095954842331,Rail,Route C,555.8591036717435,8346.40192239106,8.177764090935273,0.99902116391275,1,1.0555555555555556,Normal,Medium Demand,20.91109595484233,0.8225676684855744,6,2026-06-30
skincare,SKU66,26.03486977396209,52,704,8367.721618020154,Female,13,17,19,8,Carrier A,2.2161427287713638,Supplier 5,Kolkata,24,867,28,42.08443673830996,Fail,3.4480632883402618,Road,Route A,393.8433485784279,8323.421038553071,44.30057946708133,0.9947057775713188,1,0.6842105263157895,Understock,High Demand,27.44806328834026,0.27701784109642047,7,2026-07-31
skincare,SKU67,87.75543235400107,16,513,9473.798032508335,Unknown,12,9,71,9,Carrier C,9.147811544710631,Supplier 1,Mumbai,10,198,11,7.057876146978231,Pass,0.1319554443118148,Sea,Route C,169.2718013847869,9457.592344816647,16.205687691688862,0.9982894201843779,1,0.16901408450704225,Understock,Medium Demand,10.131955444311815,1.0164235049678478,8,2026-08-31
haircare,SKU68,37.93181238279032,29,163,3550.218432780992,Non-binary,0,8,58,8,Carrier B,1.1942518648849991,Supplier 2,Bangalore,2,375,18,97.1135815634622,Fail,1.98346787217418,Rail,Route A,299.7063031181032,3451.910599352645,98.30783342834721,0.9723093563706897,1,0.0,Understock,Low Demand,3.98346787217418,0.1492814831106249,9,2026-09-30
skincare,SKU69,54.86552851706979,62,511,1752.3810874841247,Non-binary,95,1,27,3,Carrier B,9.705286790120349,Supplier 4,Kolkata,9,862,7,77.62776581274817,Pending,1.3623879886491086,Air,Route A,207.6632062085756,1665.0480348812562,87.33305260286852,0.9501632075199741,0,3.5185185185185186,Overstock,Medium Demand,10.36238798864911,3.235095596706783,10,2026-10-31
haircare,SKU70,47.914541824058766,90,32,7014.887987203389,Female,10,12,22,4,Carrier B,6.315717754600723,Supplier 1,Bangalore,22,775,16,11.440781823761265,Pass,1.8305755986122316,Road,Route C,183.272898748711,6997.131487625026,17.75649957836199,0.9974687408251203,0,0.45454545454545453,Understock,Low Demand,23.83057559861223,1.5789294386501806,11,2026-11-30
cosmetics,SKU71,6.381533162747966,14,637,8180.337085425443,Female,76,2,26,6,Carrier A,9.228190317052515,Supplier 2,Bangalore,2,258,10,30.66167747785956,Pending,2.078750607874969,Road,Route A,405.1670678888559,8140.447217630531,39.88986779491208,0.9951236889900317,0,2.923076923076923,Overstock,High Demand,4.078750607874969,1.5380317195087525,12,2026-12-31
cosmetics,SKU72,90.20442752052809,88,478,2633.121981312256,Non-binary,57,29,77,9,Carrier A,6.599614159689544,Supplier 1,Bangalore,21,152,11,55.76049289524421,Pending,3.213329607438309,Rail,Route B,677.9445698461833,2570.7618742573222,62.360107054933756,0.9763170458879175,1,0.7402597402597403,Understock,Medium Demand,24.213329607438308,0.7332904621877271,1,2027-01-31
cosmetics,SKU73,83.8510176813046,41,375,7910.886916140686,Male,17,25,66,5,Carrier B,1.5129368369160772,Supplier 4,Chennai,13,444,4,46.87023879761716,Fail,4.620546064513706,Road,Route A,866.4728001296578,7862.503740506152,48.38317563453324,0.9938839758237705,0,0.25757575757575757,Understock,Medium Demand,17.620546064513707,0.30258736738321546,2,2027-02-28
